Event order;case;event;startTime;completeTime;Concept drift;Activity name;Role;Department;Cost;Amount
3468;307;J;2019/01/14 17:20:38;2019/01/14 17:20:38;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;8.70699017;10951.1416
3469;312;A;2019/01/14 17:25:58;2019/01/14 17:25:58;No;Check application form completeness;Loan Officer;Customer Service;11.13601039;9718.344703
3470;315;D;2019/01/14 17:29:26;2019/01/14 17:29:26;No;Check credit history;Credit Analyst;Customer Service;13.6562241;8790.863271
3471;305;H;2019/01/14 17:29:34;2019/01/14 17:29:34;No;Reject application;Loan Officer;Customer Service;9.435791522;11337.38063
3472;300;C;2019/01/14 17:29:42;2019/01/14 17:29:42;No;Receive updated application;Loan Officer;Customer Service;9.276633616;10379.08152
3473;298;O;2019/01/14 17:32:19;2019/01/14 17:32:19;No;Approve application;Loan Officer;Customer Service;15.60918015;7363.785065
3474;308;A;2019/01/14 17:33:15;2019/01/14 17:33:15;No;Check application form completeness;Loan Officer;Customer Service;9.629566515;10970.89437
3475;311;B;2019/01/14 17:34:25;2019/01/14 17:34:25;No;Return application back to applicant;Loan Officer;Customer Service;5.566576896;9097.823206
3476;309;I;2019/01/14 17:34:32;2019/01/14 17:34:32;No;Prepare acceptance pack;Loan Officer;Customer Service;12.52762468;10564.22509
3477;301;F;2019/01/14 17:34:52;2019/01/14 17:34:52;No;Appraise property;Appraiser;Customer Service;28.45517068;11604.07139
3478;306;G;2019/01/14 17:36:58;2019/01/14 17:36:58;No;Assess eligibility;Risk Manager;Customer Service;16.63176057;9031.179883
3479;317;A;2019/01/14 17:40:00;2019/01/14 17:40:00;No;Check application form completeness;Loan Officer;Customer Service;9.763321746;9286.571744
3480;302;L;2019/01/14 17:41:41;2019/01/14 17:41:41;No;Send acceptance pack;Loan Officer;Customer Service;13.41318912;11230.56293
3481;314;C;2019/01/14 17:42:03;2019/01/14 17:42:03;No;Receive updated application;Loan Officer;Customer Service;6.926778688;8163.719969
3482;289;A;2019/01/14 17:43:08;2019/01/14 17:43:08;No;Check application form completeness;Loan Officer;Customer Service;11.23309064;12286.90782
3483;304;A;2019/01/14 17:45:21;2019/01/14 17:45:21;No;Check application form completeness;Loan Officer;Customer Service;8.85388575;9384.663722
3484;310;F;2019/01/14 17:46:58;2019/01/14 17:46:58;No;Appraise property;Appraiser;Customer Service;28.27270574;7030.417341
3485;316;D;2019/01/14 17:50:55;2019/01/14 17:50:55;No;Check credit history;Credit Analyst;Customer Service;14.4102168;10496.52264
3486;313;A;2019/01/14 17:51:59;2019/01/14 17:51:59;No;Check application form completeness;Loan Officer;Customer Service;10.41251753;6051.760035
3487;315;F;2019/01/14 17:54:13;2019/01/14 17:54:13;No;Appraise property;Appraiser;Customer Service;24.08653176;8790.863271
3488;307;L;2019/01/14 17:56:17;2019/01/14 17:56:17;No;Send acceptance pack;Loan Officer;Customer Service;13.6837455;10951.1416
3489;300;A;2019/01/14 17:57:03;2019/01/14 17:57:03;No;Check application form completeness;Loan Officer;Customer Service;5.842476257;10379.08152
3490;318;A;2019/01/14 18:00:00;2019/01/14 18:00:00;No;Check application form completeness;Loan Officer;Customer Service;11.68730405;10626.60538
3491;312;D;2019/01/14 18:00:26;2019/01/14 18:00:26;No;Check credit history;Credit Analyst;Customer Service;15.81025228;9718.344703
3492;308;B;2019/01/14 18:03:31;2019/01/14 18:03:31;No;Return application back to applicant;Loan Officer;Customer Service;7.06177643;10970.89437
3493;301;E;2019/01/14 18:04:00;2019/01/14 18:04:00;No;Assess loan risk;Risk Manager;Customer Service;23.74382689;11604.07139
3494;309;J;2019/01/14 18:06:18;2019/01/14 18:06:18;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.41724672;10564.22509
3495;311;C;2019/01/14 18:06:32;2019/01/14 18:06:32;No;Receive updated application;Loan Officer;Customer Service;7.320541;9097.823206
3496;306;I;2019/01/14 18:08:45;2019/01/14 18:08:45;No;Prepare acceptance pack;Loan Officer;Customer Service;13.67230335;9031.179883
3497;314;A;2019/01/14 18:09:11;2019/01/14 18:09:11;No;Check application form completeness;Loan Officer;Customer Service;9.529379028;8163.719969
3498;289;B;2019/01/14 18:09:28;2019/01/14 18:09:28;No;Return application back to applicant;Loan Officer;Customer Service;7.898622213;12286.90782
3499;317;D;2019/01/14 18:09:38;2019/01/14 18:09:38;No;Check credit history;Credit Analyst;Customer Service;16.17980346;9286.571744
3500;302;M;2019/01/14 18:11:32;2019/01/14 18:11:32;No;Verify repayment agreement;Loan Officer;Customer Service;11.66833725;11230.56293
3501;304;B;2019/01/14 18:16:28;2019/01/14 18:16:28;No;Return application back to applicant;Loan Officer;Customer Service;6.130188012;9384.663722
3502;310;E;2019/01/14 18:16:41;2019/01/14 18:16:41;No;Assess loan risk;Risk Manager;Customer Service;19.10210742;7030.417341
3503;313;D;2019/01/14 18:18:50;2019/01/14 18:18:50;No;Check credit history;Credit Analyst;Customer Service;18.3614191;6051.760035
3504;319;A;2019/01/14 18:20:00;2019/01/14 18:20:00;No;Check application form completeness;Loan Officer;Customer Service;10.69158996;11043.25869
3505;315;E;2019/01/14 18:23:34;2019/01/14 18:23:34;No;Assess loan risk;Risk Manager;Customer Service;19.61726533;8790.863271
3506;316;F;2019/01/14 18:24:09;2019/01/14 18:24:09;No;Appraise property;Appraiser;Customer Service;22.3288208;10496.52264
3507;300;B;2019/01/14 18:25:26;2019/01/14 18:25:26;No;Return application back to applicant;Loan Officer;Customer Service;6.848794991;10379.08152
3508;312;F;2019/01/14 18:28:22;2019/01/14 18:28:22;No;Appraise property;Appraiser;Customer Service;24.70877773;9718.344703
3509;318;D;2019/01/14 18:29:07;2019/01/14 18:29:07;No;Check credit history;Credit Analyst;Customer Service;14.22627328;10626.60538
3510;308;C;2019/01/14 18:29:43;2019/01/14 18:29:43;No;Receive updated application;Loan Officer;Customer Service;8.897628253;10970.89437
3511;307;M;2019/01/14 18:31:41;2019/01/14 18:31:41;No;Verify repayment agreement;Loan Officer;Customer Service;9.460053584;10951.1416
3512;314;B;2019/01/14 18:37:44;2019/01/14 18:37:44;No;Return application back to applicant;Loan Officer;Customer Service;7.199873179;8163.719969
3513;301;G;2019/01/14 18:37:48;2019/01/14 18:37:48;No;Assess eligibility;Risk Manager;Customer Service;16.84959859;11604.07139
3514;306;J;2019/01/14 18:38:44;2019/01/14 18:38:44;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;12.66289401;9031.179883
3515;309;L;2019/01/14 18:38:51;2019/01/14 18:38:51;No;Send acceptance pack;Loan Officer;Customer Service;11.86975085;10564.22509
3516;289;C;2019/01/14 18:39:00;2019/01/14 18:39:00;No;Receive updated application;Loan Officer;Customer Service;6.280632797;12286.90782
3517;311;A;2019/01/14 18:39:39;2019/01/14 18:39:39;No;Check application form completeness;Loan Officer;Customer Service;9.952177303;9097.823206
3518;320;A;2019/01/14 18:40:00;2019/01/14 18:40:00;No;Check application form completeness;Loan Officer;Customer Service;9.311695002;11775.47004
3519;302;N;2019/01/14 18:40:44;2019/01/14 18:40:44;No;Cancel application;Loan Officer;Customer Service;10.51885161;11230.56293
3520;317;F;2019/01/14 18:40:57;2019/01/14 18:40:57;No;Appraise property;Appraiser;Customer Service;27.75623432;9286.571744
3521;310;G;2019/01/14 18:47:03;2019/01/14 18:47:03;No;Assess eligibility;Risk Manager;Customer Service;18.35528405;7030.417341
3522;316;E;2019/01/14 18:50:46;2019/01/14 18:50:46;No;Assess loan risk;Risk Manager;Customer Service;22.88122701;10496.52264
3523;304;C;2019/01/14 18:50:49;2019/01/14 18:50:49;No;Receive updated application;Loan Officer;Customer Service;8.590162019;9384.663722
3524;315;G;2019/01/14 18:50:51;2019/01/14 18:50:51;No;Assess eligibility;Risk Manager;Customer Service;16.29890461;8790.863271
3525;313;F;2019/01/14 18:52:35;2019/01/14 18:52:35;No;Appraise property;Appraiser;Customer Service;24.02278061;6051.760035
3526;300;C;2019/01/14 18:53:28;2019/01/14 18:53:28;No;Receive updated application;Loan Officer;Customer Service;7.839499377;10379.08152
3527;319;D;2019/01/14 18:55:06;2019/01/14 18:55:06;No;Check credit history;Credit Analyst;Customer Service;15.11049892;11043.25869
3528;308;A;2019/01/14 18:59:18;2019/01/14 18:59:18;No;Check application form completeness;Loan Officer;Customer Service;8.559607857;10970.89437
3529;321;A;2019/01/14 19:00:00;2019/01/14 19:00:00;No;Check application form completeness;Loan Officer;Customer Service;9.923943539;12953.7068
3530;318;F;2019/01/14 19:00:17;2019/01/14 19:00:17;No;Appraise property;Appraiser;Customer Service;24.90465667;10626.60538
3531;312;E;2019/01/14 19:01:38;2019/01/14 19:01:38;No;Assess loan risk;Risk Manager;Customer Service;19.91672148;9718.344703
3532;301;I;2019/01/14 19:03:43;2019/01/14 19:03:43;No;Prepare acceptance pack;Loan Officer;Customer Service;12.33092774;11604.07139
3533;289;A;2019/01/14 19:05:17;2019/01/14 19:05:17;No;Check application form completeness;Loan Officer;Customer Service;10.92645561;12286.90782
3534;307;O;2019/01/14 19:05:26;2019/01/14 19:05:26;No;Approve application;Loan Officer;Customer Service;15.0672029;10951.1416
3535;309;M;2019/01/14 19:06:20;2019/01/14 19:06:20;No;Verify repayment agreement;Loan Officer;Customer Service;10.5707093;10564.22509
3536;317;E;2019/01/14 19:06:32;2019/01/14 19:06:32;No;Assess loan risk;Risk Manager;Customer Service;16.38314732;9286.571744
3537;320;D;2019/01/14 19:07:37;2019/01/14 19:07:37;No;Check credit history;Credit Analyst;Customer Service;16.22938515;11775.47004
3538;311;D;2019/01/14 19:10:08;2019/01/14 19:10:08;No;Check credit history;Credit Analyst;Customer Service;12.94403455;9097.823206
3539;306;L;2019/01/14 19:13:54;2019/01/14 19:13:54;No;Send acceptance pack;Loan Officer;Customer Service;12.32399459;9031.179883
3540;314;C;2019/01/14 19:14:21;2019/01/14 19:14:21;No;Receive updated application;Loan Officer;Customer Service;7.538810845;8163.719969
3541;310;I;2019/01/14 19:15:03;2019/01/14 19:15:03;No;Prepare acceptance pack;Loan Officer;Customer Service;12.5419082;7030.417341
3542;300;A;2019/01/14 19:18:56;2019/01/14 19:18:56;No;Check application form completeness;Loan Officer;Customer Service;12.80154352;10379.08152
3543;316;G;2019/01/14 19:19:20;2019/01/14 19:19:20;No;Assess eligibility;Risk Manager;Customer Service;16.50983453;10496.52264
3544;304;A;2019/01/14 19:19:45;2019/01/14 19:19:45;No;Check application form completeness;Loan Officer;Customer Service;11.95590714;9384.663722
3545;322;A;2019/01/14 19:20:00;2019/01/14 19:20:00;No;Check application form completeness;Loan Officer;Customer Service;11.26706296;8939.786167
3546;313;E;2019/01/14 19:21:22;2019/01/14 19:21:22;No;Assess loan risk;Risk Manager;Customer Service;20.53173325;6051.760035
3547;315;H;2019/01/14 19:23:12;2019/01/14 19:23:12;No;Reject application;Loan Officer;Customer Service;11.28574127;8790.863271
3548;318;E;2019/01/14 19:26:45;2019/01/14 19:26:45;No;Assess loan risk;Risk Manager;Customer Service;22.67423326;10626.60538
3549;321;D;2019/01/14 19:26:53;2019/01/14 19:26:53;No;Check credit history;Credit Analyst;Customer Service;12.01446276;12953.7068
3550;319;F;2019/01/14 19:27:20;2019/01/14 19:27:20;No;Appraise property;Appraiser;Customer Service;24.01375016;11043.25869
3551;308;B;2019/01/14 19:30:09;2019/01/14 19:30:09;No;Return application back to applicant;Loan Officer;Customer Service;7.722923919;10970.89437
3552;317;G;2019/01/14 19:32:04;2019/01/14 19:32:04;No;Assess eligibility;Risk Manager;Customer Service;16.3266852;9286.571744
3553;312;G;2019/01/14 19:34:42;2019/01/14 19:34:42;No;Assess eligibility;Risk Manager;Customer Service;15.89026482;9718.344703
3554;301;J;2019/01/14 19:38:22;2019/01/14 19:38:22;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.31853749;11604.07139
3555;311;F;2019/01/14 19:38:41;2019/01/14 19:38:41;No;Appraise property;Appraiser;Customer Service;28.51993698;9097.823206
3556;320;F;2019/01/14 19:38:56;2019/01/14 19:38:56;No;Appraise property;Appraiser;Customer Service;28.99059085;11775.47004
3557;323;A;2019/01/14 19:40:00;2019/01/14 19:40:00;No;Check application form completeness;Loan Officer;Customer Service;11.55433804;12008.2151
3558;289;D;2019/01/14 19:40:43;2019/01/14 19:40:43;No;Check credit history;Credit Analyst;Customer Service;14.70065146;12286.90782
3559;310;J;2019/01/14 19:43:39;2019/01/14 19:43:39;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.69337306;7030.417341
3560;306;M;2019/01/14 19:43:55;2019/01/14 19:43:55;No;Verify repayment agreement;Loan Officer;Customer Service;7.295242521;9031.179883
3561;309;N;2019/01/14 19:44:29;2019/01/14 19:44:29;No;Cancel application;Loan Officer;Customer Service;8.83596305;10564.22509
3562;314;A;2019/01/14 19:44:39;2019/01/14 19:44:39;No;Check application form completeness;Loan Officer;Customer Service;8.545358706;8163.719969
3563;304;B;2019/01/14 19:47:02;2019/01/14 19:47:02;No;Return application back to applicant;Loan Officer;Customer Service;7.251343583;9384.663722
3564;316;I;2019/01/14 19:48:36;2019/01/14 19:48:36;No;Prepare acceptance pack;Loan Officer;Customer Service;12.8480534;10496.52264
3565;322;B;2019/01/14 19:50:11;2019/01/14 19:50:11;No;Return application back to applicant;Loan Officer;Customer Service;7.968243532;8939.786167
3566;318;G;2019/01/14 19:52:19;2019/01/14 19:52:19;No;Assess eligibility;Risk Manager;Customer Service;20.38652204;10626.60538
3567;300;D;2019/01/14 19:53:39;2019/01/14 19:53:39;No;Check credit history;Credit Analyst;Customer Service;16.01114719;10379.08152
3568;321;F;2019/01/14 19:55:58;2019/01/14 19:55:58;No;Appraise property;Appraiser;Customer Service;22.22276834;12953.7068
3569;313;G;2019/01/14 19:56:32;2019/01/14 19:56:32;No;Assess eligibility;Risk Manager;Customer Service;14.80223418;6051.760035
3570;319;E;2019/01/14 19:56:33;2019/01/14 19:56:33;No;Assess loan risk;Risk Manager;Customer Service;17.94304062;11043.25869
3571;308;C;2019/01/14 19:57:20;2019/01/14 19:57:20;No;Receive updated application;Loan Officer;Customer Service;9.415190404;10970.89437
3572;324;A;2019/01/14 20:00:00;2019/01/14 20:00:00;No;Check application form completeness;Loan Officer;Customer Service;12.28228907;9068.03387
3573;311;E;2019/01/14 20:03:29;2019/01/14 20:03:29;No;Assess loan risk;Risk Manager;Customer Service;20.72450545;9097.823206
3574;312;I;2019/01/14 20:04:08;2019/01/14 20:04:08;No;Prepare acceptance pack;Loan Officer;Customer Service;10.38898871;9718.344703
3575;317;H;2019/01/14 20:04:24;2019/01/14 20:04:24;No;Reject application;Loan Officer;Customer Service;8.943318633;9286.571744
3576;301;K;2019/01/14 20:06:20;2019/01/14 20:06:20;No;Send home insurance quote;Insurance Agent;Customer Service;8.153724016;11604.07139
3577;310;K;2019/01/14 20:09:37;2019/01/14 20:09:37;No;Send home insurance quote;Insurance Agent;Customer Service;8.465418288;7030.417341
3578;320;E;2019/01/14 20:10:53;2019/01/14 20:10:53;No;Assess loan risk;Risk Manager;Customer Service;14.93262449;11775.47004
3579;323;B;2019/01/14 20:11:23;2019/01/14 20:11:23;No;Return application back to applicant;Loan Officer;Customer Service;7.431294781;12008.2151
3580;314;B;2019/01/14 20:11:34;2019/01/14 20:11:34;No;Return application back to applicant;Loan Officer;Customer Service;6.21150786;8163.719969
3581;289;F;2019/01/14 20:12:01;2019/01/14 20:12:01;No;Appraise property;Appraiser;Customer Service;22.60127876;12286.90782
3582;306;O;2019/01/14 20:13:57;2019/01/14 20:13:57;No;Approve application;Loan Officer;Customer Service;13.21405722;9031.179883
3583;316;J;2019/01/14 20:15:22;2019/01/14 20:15:22;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;12.38968672;10496.52264
3584;322;C;2019/01/14 20:19:04;2019/01/14 20:19:04;No;Receive updated application;Loan Officer;Customer Service;7.646118266;8939.786167
3585;304;C;2019/01/14 20:19:25;2019/01/14 20:19:25;No;Receive updated application;Loan Officer;Customer Service;6.625033433;9384.663722
3586;325;A;2019/01/14 20:20:00;2019/01/14 20:20:00;No;Check application form completeness;Loan Officer;Customer Service;9.086031023;10852.807
3587;319;G;2019/01/14 20:20:37;2019/01/14 20:20:37;No;Assess eligibility;Risk Manager;Customer Service;15.11437952;11043.25869
3588;321;E;2019/01/14 20:23:37;2019/01/14 20:23:37;No;Assess loan risk;Risk Manager;Customer Service;20.79874567;12953.7068
3589;300;F;2019/01/14 20:23:48;2019/01/14 20:23:48;No;Appraise property;Appraiser;Customer Service;21.93834022;10379.08152
3590;308;A;2019/01/14 20:25:52;2019/01/14 20:25:52;No;Check application form completeness;Loan Officer;Customer Service;12.33765993;10970.89437
3591;318;H;2019/01/14 20:27:16;2019/01/14 20:27:16;No;Reject application;Loan Officer;Customer Service;9.245477936;10626.60538
3592;313;I;2019/01/14 20:27:33;2019/01/14 20:27:33;No;Prepare acceptance pack;Loan Officer;Customer Service;13.8052728;6051.760035
3593;324;D;2019/01/14 20:31:45;2019/01/14 20:31:45;No;Check credit history;Credit Analyst;Customer Service;15.17785987;9068.03387
3594;311;G;2019/01/14 20:33:56;2019/01/14 20:33:56;No;Assess eligibility;Risk Manager;Customer Service;19.4235023;9097.823206
3595;312;J;2019/01/14 20:35:27;2019/01/14 20:35:27;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;9.500113219;9718.344703
3596;289;E;2019/01/14 20:39:54;2019/01/14 20:39:54;No;Assess loan risk;Risk Manager;Customer Service;19.15950921;12286.90782
