case,event,startTime,completeTime
298,E,2019/01/14 14:28:07.951,2019/01/14 14:28:07.951
303,E,2019/01/14 14:28:27.556,2019/01/14 14:28:27.556
306,B,2019/01/14 14:30:03.348,2019/01/14 14:30:03.348
302,D,2019/01/14 14:34:14.245,2019/01/14 14:34:14.245
294,A,2019/01/14 14:34:58.172,2019/01/14 14:34:58.172
300,C,2019/01/14 14:38:16.532,2019/01/14 14:38:16.532
305,C,2019/01/14 14:38:16.624,2019/01/14 14:38:16.624
308,A,2019/01/14 14:40:00.000,2019/01/14 14:40:00.000
301,C,2019/01/14 14:41:41.033,2019/01/14 14:41:41.033
299,J,2019/01/14 14:47:49.886,2019/01/14 14:47:49.886
307,D,2019/01/14 14:48:01.987,2019/01/14 14:48:01.987
304,A,2019/01/14 14:49:46.439,2019/01/14 14:49:46.439
292,H,2019/01/14 14:50:03.838,2019/01/14 14:50:03.838
298,G,2019/01/14 14:52:10.111,2019/01/14 14:52:10.111
297,H,2019/01/14 14:54:27.634,2019/01/14 14:54:27.634
264,J,2019/01/14 14:55:54.251,2019/01/14 14:55:54.251
286,N,2019/01/14 14:56:03.042,2019/01/14 14:56:03.042
289,B,2019/01/14 14:56:57.305,2019/01/14 14:56:57.305
303,G,2019/01/14 14:57:02.603,2019/01/14 14:57:02.603
309,A,2019/01/14 15:00:00.000,2019/01/14 15:00:00.000
294,D,2019/01/14 15:01:58.313,2019/01/14 15:01:58.313
306,C,2019/01/14 15:04:00.266,2019/01/14 15:04:00.266
302,F,2019/01/14 15:04:07.227,2019/01/14 15:04:07.227
300,A,2019/01/14 15:05:59.787,2019/01/14 15:05:59.787
305,A,2019/01/14 15:06:32.200,2019/01/14 15:06:32.200
308,B,2019/01/14 15:08:07.264,2019/01/14 15:08:07.264
301,A,2019/01/14 15:10:49.057,2019/01/14 15:10:49.057
307,F,2019/01/14 15:16:55.691,2019/01/14 15:16:55.691
310,A,2019/01/14 15:20:00.000,2019/01/14 15:20:00.000
299,K,2019/01/14 15:20:06.206,2019/01/14 15:20:06.206
304,B,2019/01/14 15:20:43.649,2019/01/14 15:20:43.649
298,I,2019/01/14 15:23:01.362,2019/01/14 15:23:01.362
303,I,2019/01/14 15:24:05.889,2019/01/14 15:24:05.889
264,L,2019/01/14 15:29:50.724,2019/01/14 15:29:50.724
309,D,2019/01/14 15:30:40.822,2019/01/14 15:30:40.822
289,C,2019/01/14 15:30:49.916,2019/01/14 15:30:49.916
305,D,2019/01/14 15:32:29.340,2019/01/14 15:32:29.340
306,A,2019/01/14 15:33:16.197,2019/01/14 15:33:16.197
302,E,2019/01/14 15:33:52.197,2019/01/14 15:33:52.197
294,F,2019/01/14 15:35:15.032,2019/01/14 15:35:15.032
301,B,2019/01/14 15:35:47.736,2019/01/14 15:35:47.736
300,B,2019/01/14 15:36:57.812,2019/01/14 15:36:57.812
308,C,2019/01/14 15:37:12.722,2019/01/14 15:37:12.722
311,A,2019/01/14 15:40:00.000,2019/01/14 15:40:00.000
307,E,2019/01/14 15:44:28.374,2019/01/14 15:44:28.374
299,M,2019/01/14 15:50:04.909,2019/01/14 15:50:04.909
304,C,2019/01/14 15:51:35.583,2019/01/14 15:51:35.583
310,B,2019/01/14 15:51:42.320,2019/01/14 15:51:42.320
264,M,2019/01/14 15:52:15.229,2019/01/14 15:52:15.229
298,J,2019/01/14 15:55:55.497,2019/01/14 15:55:55.497
303,J,2019/01/14 15:56:35.994,2019/01/14 15:56:35.994
312,A,2019/01/14 16:00:00.000,2019/01/14 16:00:00.000
305,F,2019/01/14 16:00:57.562,2019/01/14 16:00:57.562
308,A,2019/01/14 16:01:44.883,2019/01/14 16:01:44.883
309,F,2019/01/14 16:03:39.710,2019/01/14 16:03:39.710
306,D,2019/01/14 16:04:10.207,2019/01/14 16:04:10.207
302,G,2019/01/14 16:04:10.836,2019/01/14 16:04:10.836
289,A,2019/01/14 16:05:30.248,2019/01/14 16:05:30.248
301,C,2019/01/14 16:06:10.595,2019/01/14 16:06:10.595
311,B,2019/01/14 16:08:07.282,2019/01/14 16:08:07.282
294,E,2019/01/14 16:08:46.268,2019/01/14 16:08:46.268
300,C,2019/01/14 16:11:21.357,2019/01/14 16:11:21.357
307,G,2019/01/14 16:12:22.176,2019/01/14 16:12:22.176
304,A,2019/01/14 16:16:53.367,2019/01/14 16:16:53.367
313,A,2019/01/14 16:20:00.000,2019/01/14 16:20:00.000
310,C,2019/01/14 16:21:09.678,2019/01/14 16:21:09.678
264,N,2019/01/14 16:22:18.362,2019/01/14 16:22:18.362
299,N,2019/01/14 16:22:37.080,2019/01/14 16:22:37.080
303,L,2019/01/14 16:25:34.381,2019/01/14 16:25:34.381
312,B,2019/01/14 16:27:15.671,2019/01/14 16:27:15.671
298,K,2019/01/14 16:28:18.945,2019/01/14 16:28:18.945
309,E,2019/01/14 16:30:58.565,2019/01/14 16:30:58.565
308,B,2019/01/14 16:32:19.916,2019/01/14 16:32:19.916
294,G,2019/01/14 16:32:55.951,2019/01/14 16:32:55.951
305,E,2019/01/14 16:33:20.241,2019/01/14 16:33:20.241
306,F,2019/01/14 16:35:25.621,2019/01/14 16:35:25.621
302,I,2019/01/14 16:35:45.975,2019/01/14 16:35:45.975
301,A,2019/01/14 16:36:25.503,2019/01/14 16:36:25.503
300,A,2019/01/14 16:39:31.907,2019/01/14 16:39:31.907
289,B,2019/01/14 16:39:40.776,2019/01/14 16:39:40.776
314,A,2019/01/14 16:40:00.000,2019/01/14 16:40:00.000
311,C,2019/01/14 16:40:57.559,2019/01/14 16:40:57.559
310,A,2019/01/14 16:45:48.686,2019/01/14 16:45:48.686
307,I,2019/01/14 16:47:39.598,2019/01/14 16:47:39.598
303,M,2019/01/14 16:49:24.193,2019/01/14 16:49:24.193
304,B,2019/01/14 16:49:32.395,2019/01/14 16:49:32.395
313,B,2019/01/14 16:49:49.752,2019/01/14 16:49:49.752
309,G,2019/01/14 16:55:31.015,2019/01/14 16:55:31.015
312,C,2019/01/14 16:58:00.427,2019/01/14 16:58:00.427
315,A,2019/01/14 17:00:00.000,2019/01/14 17:00:00.000
298,M,2019/01/14 17:00:43.765,2019/01/14 17:00:43.765
305,G,2019/01/14 17:00:46.254,2019/01/14 17:00:46.254
300,B,2019/01/14 17:02:29.163,2019/01/14 17:02:29.163
308,C,2019/01/14 17:02:48.750,2019/01/14 17:02:48.750
294,H,2019/01/14 17:03:51.120,2019/01/14 17:03:51.120
301,D,2019/01/14 17:04:20.948,2019/01/14 17:04:20.948
306,E,2019/01/14 17:05:09.849,2019/01/14 17:05:09.849
311,A,2019/01/14 17:07:48.011,2019/01/14 17:07:48.011
302,J,2019/01/14 17:10:09.403,2019/01/14 17:10:09.403
314,B,2019/01/14 17:11:09.042,2019/01/14 17:11:09.042
289,C,2019/01/14 17:12:41.726,2019/01/14 17:12:41.726
303,O,2019/01/14 17:15:50.787,2019/01/14 17:15:50.787
310,D,2019/01/14 17:17:25.211,2019/01/14 17:17:25.211
304,C,2019/01/14 17:18:11.886,2019/01/14 17:18:11.886
313,C,2019/01/14 17:19:28.643,2019/01/14 17:19:28.643
316,A,2019/01/14 17:20:00.000,2019/01/14 17:20:00.000
307,J,2019/01/14 17:20:37.931,2019/01/14 17:20:37.931
312,A,2019/01/14 17:25:57.618,2019/01/14 17:25:57.618
315,D,2019/01/14 17:29:26.252,2019/01/14 17:29:26.252
305,H,2019/01/14 17:29:33.818,2019/01/14 17:29:33.818
300,C,2019/01/14 17:29:41.839,2019/01/14 17:29:41.839
298,O,2019/01/14 17:32:19.457,2019/01/14 17:32:19.457
308,A,2019/01/14 17:33:15.222,2019/01/14 17:33:15.222
311,B,2019/01/14 17:34:25.357,2019/01/14 17:34:25.357
309,I,2019/01/14 17:34:32.243,2019/01/14 17:34:32.243
301,F,2019/01/14 17:34:52.167,2019/01/14 17:34:52.167
306,G,2019/01/14 17:36:58.209,2019/01/14 17:36:58.209
317,A,2019/01/14 17:40:00.000,2019/01/14 17:40:00.000
302,L,2019/01/14 17:41:40.724,2019/01/14 17:41:40.724
314,C,2019/01/14 17:42:02.710,2019/01/14 17:42:02.710
289,A,2019/01/14 17:43:08.380,2019/01/14 17:43:08.380
304,A,2019/01/14 17:45:20.680,2019/01/14 17:45:20.680
310,F,2019/01/14 17:46:58.232,2019/01/14 17:46:58.232
316,D,2019/01/14 17:50:55.371,2019/01/14 17:50:55.371
313,A,2019/01/14 17:51:58.615,2019/01/14 17:51:58.615
315,F,2019/01/14 17:54:13.354,2019/01/14 17:54:13.354
307,L,2019/01/14 17:56:16.903,2019/01/14 17:56:16.903
300,A,2019/01/14 17:57:03.233,2019/01/14 17:57:03.233
318,A,2019/01/14 18:00:00.000,2019/01/14 18:00:00.000
312,D,2019/01/14 18:00:26.300,2019/01/14 18:00:26.300
308,B,2019/01/14 18:03:31.353,2019/01/14 18:03:31.353
301,E,2019/01/14 18:04:00.233,2019/01/14 18:04:00.233
309,J,2019/01/14 18:06:17.672,2019/01/14 18:06:17.672
311,C,2019/01/14 18:06:31.987,2019/01/14 18:06:31.987
306,I,2019/01/14 18:08:45.196,2019/01/14 18:08:45.196
314,A,2019/01/14 18:09:10.863,2019/01/14 18:09:10.863
289,B,2019/01/14 18:09:28.381,2019/01/14 18:09:28.381
317,D,2019/01/14 18:09:38.090,2019/01/14 18:09:38.090
302,M,2019/01/14 18:11:32.277,2019/01/14 18:11:32.277
304,B,2019/01/14 18:16:27.563,2019/01/14 18:16:27.563
310,E,2019/01/14 18:16:41.222,2019/01/14 18:16:41.222
313,D,2019/01/14 18:18:49.794,2019/01/14 18:18:49.794
319,A,2019/01/14 18:20:00.000,2019/01/14 18:20:00.000
315,E,2019/01/14 18:23:33.947,2019/01/14 18:23:33.947
316,F,2019/01/14 18:24:09.496,2019/01/14 18:24:09.496
300,B,2019/01/14 18:25:26.157,2019/01/14 18:25:26.157
312,F,2019/01/14 18:28:22.270,2019/01/14 18:28:22.270
318,D,2019/01/14 18:29:06.925,2019/01/14 18:29:06.925
308,C,2019/01/14 18:29:43.200,2019/01/14 18:29:43.200
307,M,2019/01/14 18:31:40.592,2019/01/14 18:31:40.592
314,B,2019/01/14 18:37:43.902,2019/01/14 18:37:43.902
301,G,2019/01/14 18:37:47.734,2019/01/14 18:37:47.734
306,J,2019/01/14 18:38:44.487,2019/01/14 18:38:44.487
309,L,2019/01/14 18:38:50.728,2019/01/14 18:38:50.728
289,C,2019/01/14 18:38:59.506,2019/01/14 18:38:59.506
311,A,2019/01/14 18:39:39.149,2019/01/14 18:39:39.149
320,A,2019/01/14 18:40:00.000,2019/01/14 18:40:00.000
302,N,2019/01/14 18:40:44.477,2019/01/14 18:40:44.477
317,F,2019/01/14 18:40:57.319,2019/01/14 18:40:57.319
310,G,2019/01/14 18:47:02.732,2019/01/14 18:47:02.732
316,E,2019/01/14 18:50:46.032,2019/01/14 18:50:46.032
304,C,2019/01/14 18:50:49.329,2019/01/14 18:50:49.329
315,G,2019/01/14 18:50:51.290,2019/01/14 18:50:51.290
313,F,2019/01/14 18:52:35.448,2019/01/14 18:52:35.448
300,C,2019/01/14 18:53:27.528,2019/01/14 18:53:27.528
319,D,2019/01/14 18:55:05.563,2019/01/14 18:55:05.563
308,A,2019/01/14 18:59:17.751,2019/01/14 18:59:17.751
321,A,2019/01/14 19:00:00.000,2019/01/14 19:00:00.000
318,F,2019/01/14 19:00:17.335,2019/01/14 19:00:17.335
312,E,2019/01/14 19:01:37.679,2019/01/14 19:01:37.679
301,I,2019/01/14 19:03:42.671,2019/01/14 19:03:42.671
289,A,2019/01/14 19:05:17.063,2019/01/14 19:05:17.063
307,O,2019/01/14 19:05:25.585,2019/01/14 19:05:25.585
309,M,2019/01/14 19:06:20.283,2019/01/14 19:06:20.283
317,E,2019/01/14 19:06:32.306,2019/01/14 19:06:32.306
320,D,2019/01/14 19:07:37.338,2019/01/14 19:07:37.338
311,D,2019/01/14 19:10:08.434,2019/01/14 19:10:08.434
306,L,2019/01/14 19:13:53.577,2019/01/14 19:13:53.577
314,C,2019/01/14 19:14:20.872,2019/01/14 19:14:20.872
310,I,2019/01/14 19:15:03.242,2019/01/14 19:15:03.242
300,A,2019/01/14 19:18:56.087,2019/01/14 19:18:56.087
316,G,2019/01/14 19:19:19.921,2019/01/14 19:19:19.921
304,A,2019/01/14 19:19:45.160,2019/01/14 19:19:45.160
322,A,2019/01/14 19:20:00.000,2019/01/14 19:20:00.000
313,E,2019/01/14 19:21:22.155,2019/01/14 19:21:22.155
315,H,2019/01/14 19:23:12.480,2019/01/14 19:23:12.480
318,E,2019/01/14 19:26:45.450,2019/01/14 19:26:45.450
321,D,2019/01/14 19:26:53.362,2019/01/14 19:26:53.362
319,F,2019/01/14 19:27:20.446,2019/01/14 19:27:20.446
308,B,2019/01/14 19:30:09.155,2019/01/14 19:30:09.155
317,G,2019/01/14 19:32:04.156,2019/01/14 19:32:04.156
312,G,2019/01/14 19:34:41.746,2019/01/14 19:34:41.746
301,J,2019/01/14 19:38:22.104,2019/01/14 19:38:22.104
311,F,2019/01/14 19:38:41.202,2019/01/14 19:38:41.202
320,F,2019/01/14 19:38:56.465,2019/01/14 19:38:56.465
323,A,2019/01/14 19:40:00.000,2019/01/14 19:40:00.000
289,D,2019/01/14 19:40:43.124,2019/01/14 19:40:43.124
310,J,2019/01/14 19:43:38.759,2019/01/14 19:43:38.759
306,M,2019/01/14 19:43:54.654,2019/01/14 19:43:54.654
309,N,2019/01/14 19:44:28.854,2019/01/14 19:44:28.854
314,A,2019/01/14 19:44:38.958,2019/01/14 19:44:38.958
304,B,2019/01/14 19:47:01.853,2019/01/14 19:47:01.853
316,I,2019/01/14 19:48:35.559,2019/01/14 19:48:35.559
322,B,2019/01/14 19:50:10.792,2019/01/14 19:50:10.792
318,G,2019/01/14 19:52:18.648,2019/01/14 19:52:18.648
300,D,2019/01/14 19:53:39.057,2019/01/14 19:53:39.057
321,F,2019/01/14 19:55:58.480,2019/01/14 19:55:58.480
313,G,2019/01/14 19:56:31.686,2019/01/14 19:56:31.686
319,E,2019/01/14 19:56:33.100,2019/01/14 19:56:33.100
308,C,2019/01/14 19:57:20.300,2019/01/14 19:57:20.300
324,A,2019/01/14 20:00:00.000,2019/01/14 20:00:00.000
311,E,2019/01/14 20:03:29.419,2019/01/14 20:03:29.419
312,I,2019/01/14 20:04:08.434,2019/01/14 20:04:08.434
317,H,2019/01/14 20:04:23.776,2019/01/14 20:04:23.776
301,K,2019/01/14 20:06:19.562,2019/01/14 20:06:19.562
310,K,2019/01/14 20:09:37.309,2019/01/14 20:09:37.309
320,E,2019/01/14 20:10:53.264,2019/01/14 20:10:53.264
323,B,2019/01/14 20:11:22.666,2019/01/14 20:11:22.666
314,B,2019/01/14 20:11:34.051,2019/01/14 20:11:34.051
289,F,2019/01/14 20:12:01.009,2019/01/14 20:12:01.009
306,O,2019/01/14 20:13:56.661,2019/01/14 20:13:56.661
316,J,2019/01/14 20:15:22.152,2019/01/14 20:15:22.152
322,C,2019/01/14 20:19:03.531,2019/01/14 20:19:03.531
304,C,2019/01/14 20:19:24.586,2019/01/14 20:19:24.586
325,A,2019/01/14 20:20:00.000,2019/01/14 20:20:00.000
319,G,2019/01/14 20:20:37.299,2019/01/14 20:20:37.299
321,E,2019/01/14 20:23:36.553,2019/01/14 20:23:36.553
300,F,2019/01/14 20:23:47.727,2019/01/14 20:23:47.727
308,A,2019/01/14 20:25:52.172,2019/01/14 20:25:52.172
318,H,2019/01/14 20:27:15.742,2019/01/14 20:27:15.742
313,I,2019/01/14 20:27:33.262,2019/01/14 20:27:33.262
324,D,2019/01/14 20:31:45.224,2019/01/14 20:31:45.224
311,G,2019/01/14 20:33:56.445,2019/01/14 20:33:56.445
312,J,2019/01/14 20:35:26.720,2019/01/14 20:35:26.720
289,E,2019/01/14 20:39:53.948,2019/01/14 20:39:53.948
326,A,2019/01/14 20:40:00.000,2019/01/14 20:40:00.000
314,C,2019/01/14 20:41:37.976,2019/01/14 20:41:37.976
320,G,2019/01/14 20:41:48.618,2019/01/14 20:41:48.618
304,A,2019/01/14 20:42:50.796,2019/01/14 20:42:50.796
310,M,2019/01/14 20:43:12.257,2019/01/14 20:43:12.257
316,L,2019/01/14 20:43:55.015,2019/01/14 20:43:55.015
323,C,2019/01/14 20:45:02.078,2019/01/14 20:45:02.078
301,M,2019/01/14 20:46:07.346,2019/01/14 20:46:07.346
322,A,2019/01/14 20:47:58.719,2019/01/14 20:47:58.719
325,B,2019/01/14 20:49:02.948,2019/01/14 20:49:02.948
319,I,2019/01/14 20:50:36.137,2019/01/14 20:50:36.137
300,E,2019/01/14 20:52:46.396,2019/01/14 20:52:46.396
308,B,2019/01/14 20:53:37.712,2019/01/14 20:53:37.712
313,J,2019/01/14 20:54:53.948,2019/01/14 20:54:53.948
321,G,2019/01/14 20:57:55.809,2019/01/14 20:57:55.809
327,A,2019/01/14 21:00:00.000,2019/01/14 21:00:00.000
324,F,2019/01/14 21:00:16.377,2019/01/14 21:00:16.377
312,L,2019/01/14 21:02:04.541,2019/01/14 21:02:04.541
311,I,2019/01/14 21:03:06.864,2019/01/14 21:03:06.864
326,D,2019/01/14 21:08:06.288,2019/01/14 21:08:06.288
289,G,2019/01/14 21:09:36.892,2019/01/14 21:09:36.892
304,D,2019/01/14 21:10:23.043,2019/01/14 21:10:23.043
314,A,2019/01/14 21:12:01.888,2019/01/14 21:12:01.888
320,H,2019/01/14 21:12:53.027,2019/01/14 21:12:53.027
310,N,2019/01/14 21:15:39.717,2019/01/14 21:15:39.717
322,B,2019/01/14 21:15:42.298,2019/01/14 21:15:42.298
316,M,2019/01/14 21:16:12.862,2019/01/14 21:16:12.862
319,J,2019/01/14 21:17:40.459,2019/01/14 21:17:40.459
323,A,2019/01/14 21:19:58.058,2019/01/14 21:19:58.058
328,A,2019/01/14 21:20:00.000,2019/01/14 21:20:00.000
301,O,2019/01/14 21:20:47.057,2019/01/14 21:20:47.057
308,C,2019/01/14 21:23:08.322,2019/01/14 21:23:08.322
325,C,2019/01/14 21:23:28.625,2019/01/14 21:23:28.625
312,M,2019/01/14 21:25:32.625,2019/01/14 21:25:32.625
324,E,2019/01/14 21:26:28.459,2019/01/14 21:26:28.459
313,K,2019/01/14 21:27:04.169,2019/01/14 21:27:04.169
300,G,2019/01/14 21:27:36.020,2019/01/14 21:27:36.020
311,J,2019/01/14 21:28:24.446,2019/01/14 21:28:24.446
321,I,2019/01/14 21:29:21.615,2019/01/14 21:29:21.615
326,F,2019/01/14 21:32:03.879,2019/01/14 21:32:03.879
327,D,2019/01/14 21:36:19.379,2019/01/14 21:36:19.379
289,I,2019/01/14 21:37:49.808,2019/01/14 21:37:49.808
304,F,2019/01/14 21:39:22.095,2019/01/14 21:39:22.095
329,A,2019/01/14 21:40:00.000,2019/01/14 21:40:00.000
314,B,2019/01/14 21:43:33.994,2019/01/14 21:43:33.994
322,C,2019/01/14 21:44:33.447,2019/01/14 21:44:33.447
328,B,2019/01/14 21:46:12.368,2019/01/14 21:46:12.368
319,L,2019/01/14 21:46:29.619,2019/01/14 21:46:29.619
323,D,2019/01/14 21:46:38.777,2019/01/14 21:46:38.777
308,A,2019/01/14 21:50:52.580,2019/01/14 21:50:52.580
316,N,2019/01/14 21:52:38.569,2019/01/14 21:52:38.569
300,I,2019/01/14 21:54:17.004,2019/01/14 21:54:17.004
321,J,2019/01/14 21:57:03.930,2019/01/14 21:57:03.930
325,A,2019/01/14 21:57:11.226,2019/01/14 21:57:11.226
312,O,2019/01/14 21:57:55.872,2019/01/14 21:57:55.872
324,G,2019/01/14 21:58:06.210,2019/01/14 21:58:06.210
311,K,2019/01/14 22:00:24.937,2019/01/14 22:00:24.937
313,M,2019/01/14 22:01:04.768,2019/01/14 22:01:04.768
327,F,2019/01/14 22:03:18.841,2019/01/14 22:03:18.841
326,E,2019/01/14 22:04:14.612,2019/01/14 22:04:14.612
304,E,2019/01/14 22:07:50.737,2019/01/14 22:07:50.737
289,J,2019/01/14 22:09:57.613,2019/01/14 22:09:57.613
323,F,2019/01/14 22:09:59.659,2019/01/14 22:09:59.659
322,A,2019/01/14 22:11:08.683,2019/01/14 22:11:08.683
329,D,2019/01/14 22:11:40.841,2019/01/14 22:11:40.841
314,C,2019/01/14 22:13:12.572,2019/01/14 22:13:12.572
328,C,2019/01/14 22:15:01.189,2019/01/14 22:15:01.189
319,M,2019/01/14 22:20:33.875,2019/01/14 22:20:33.875
300,J,2019/01/14 22:23:11.569,2019/01/14 22:23:11.569
324,I,2019/01/14 22:23:28.878,2019/01/14 22:23:28.878
308,D,2019/01/14 22:23:41.255,2019/01/14 22:23:41.255
325,B,2019/01/14 22:24:11.468,2019/01/14 22:24:11.468
313,N,2019/01/14 22:26:32.662,2019/01/14 22:26:32.662
321,K,2019/01/14 22:27:59.401,2019/01/14 22:27:59.401
311,M,2019/01/14 22:29:49.733,2019/01/14 22:29:49.733
326,G,2019/01/14 22:33:04.043,2019/01/14 22:33:04.043
327,E,2019/01/14 22:34:40.027,2019/01/14 22:34:40.027
289,K,2019/01/14 22:36:10.470,2019/01/14 22:36:10.470
304,G,2019/01/14 22:39:05.322,2019/01/14 22:39:05.322
323,E,2019/01/14 22:41:28.447,2019/01/14 22:41:28.447
328,A,2019/01/14 22:42:25.360,2019/01/14 22:42:25.360
322,B,2019/01/14 22:43:22.111,2019/01/14 22:43:22.111
329,F,2019/01/14 22:43:56.072,2019/01/14 22:43:56.072
314,A,2019/01/14 22:44:05.950,2019/01/14 22:44:05.950
319,O,2019/01/14 22:51:43.141,2019/01/14 22:51:43.141
325,C,2019/01/14 22:52:54.354,2019/01/14 22:52:54.354
308,F,2019/01/14 22:55:14.372,2019/01/14 22:55:14.372
300,L,2019/01/14 22:56:13.675,2019/01/14 22:56:13.675
324,J,2019/01/14 22:56:14.530,2019/01/14 22:56:14.530
326,I,2019/01/14 23:00:27.578,2019/01/14 23:00:27.578
321,M,2019/01/14 23:01:55.977,2019/01/14 23:01:55.977
311,N,2019/01/14 23:01:57.343,2019/01/14 23:01:57.343
289,M,2019/01/14 23:04:36.148,2019/01/14 23:04:36.148
327,G,2019/01/14 23:08:14.071,2019/01/14 23:08:14.071
323,G,2019/01/14 23:10:28.499,2019/01/14 23:10:28.499
304,I,2019/01/14 23:12:25.151,2019/01/14 23:12:25.151
322,C,2019/01/14 23:12:25.378,2019/01/14 23:12:25.378
328,B,2019/01/14 23:13:36.379,2019/01/14 23:13:36.379
329,E,2019/01/14 23:14:20.960,2019/01/14 23:14:20.960
314,D,2019/01/14 23:17:19.241,2019/01/14 23:17:19.241
308,E,2019/01/14 23:21:10.888,2019/01/14 23:21:10.888
325,A,2019/01/14 23:23:03.547,2019/01/14 23:23:03.547
324,K,2019/01/14 23:26:46.610,2019/01/14 23:26:46.610
300,M,2019/01/14 23:27:26.603,2019/01/14 23:27:26.603
321,N,2019/01/14 23:31:38.331,2019/01/14 23:31:38.331
326,J,2019/01/14 23:33:44.112,2019/01/14 23:33:44.112
289,O,2019/01/14 23:35:42.949,2019/01/14 23:35:42.949
327,H,2019/01/14 23:36:58.108,2019/01/14 23:36:58.108
323,I,2019/01/14 23:39:17.066,2019/01/14 23:39:17.066
328,C,2019/01/14 23:40:00.809,2019/01/14 23:40:00.809
304,J,2019/01/14 23:41:24.510,2019/01/14 23:41:24.510
322,A,2019/01/14 23:42:23.924,2019/01/14 23:42:23.924
329,G,2019/01/14 23:45:27.966,2019/01/14 23:45:27.966
314,F,2019/01/14 23:49:09.625,2019/01/14 23:49:09.625
308,G,2019/01/14 23:49:51.708,2019/01/14 23:49:51.708
325,D,2019/01/14 23:51:44.864,2019/01/14 23:51:44.864
300,O,2019/01/14 23:56:10.698,2019/01/14 23:56:10.698
324,M,2019/01/14 23:57:39.132,2019/01/14 23:57:39.132
326,K,2019/01/14 23:58:11.778,2019/01/14 23:58:11.778
323,J,2019/01/15 00:05:43.025,2019/01/15 00:05:43.025
304,L,2019/01/15 00:06:19.350,2019/01/15 00:06:19.350
329,H,2019/01/15 00:13:19.973,2019/01/15 00:13:19.973
328,A,2019/01/15 00:14:00.522,2019/01/15 00:14:00.522
322,D,2019/01/15 00:17:21.148,2019/01/15 00:17:21.148
325,F,2019/01/15 00:18:50.737,2019/01/15 00:18:50.737
314,E,2019/01/15 00:19:45.936,2019/01/15 00:19:45.936
308,I,2019/01/15 00:21:54.793,2019/01/15 00:21:54.793
324,N,2019/01/15 00:27:25.045,2019/01/15 00:27:25.045
326,M,2019/01/15 00:30:02.635,2019/01/15 00:30:02.635
323,L,2019/01/15 00:34:32.671,2019/01/15 00:34:32.671
304,M,2019/01/15 00:35:07.841,2019/01/15 00:35:07.841
328,D,2019/01/15 00:43:55.897,2019/01/15 00:43:55.897
322,F,2019/01/15 00:44:42.587,2019/01/15 00:44:42.587
325,E,2019/01/15 00:47:20.967,2019/01/15 00:47:20.967
314,G,2019/01/15 00:49:46.967,2019/01/15 00:49:46.967
308,J,2019/01/15 00:53:17.725,2019/01/15 00:53:17.725
323,M,2019/01/15 00:57:11.502,2019/01/15 00:57:11.502
326,N,2019/01/15 01:00:42.780,2019/01/15 01:00:42.780
304,O,2019/01/15 01:08:06.766,2019/01/15 01:08:06.766
328,F,2019/01/15 01:13:40.297,2019/01/15 01:13:40.297
322,E,2019/01/15 01:19:47.097,2019/01/15 01:19:47.097
325,G,2019/01/15 01:22:20.711,2019/01/15 01:22:20.711
314,H,2019/01/15 01:23:50.606,2019/01/15 01:23:50.606
323,O,2019/01/15 01:24:14.036,2019/01/15 01:24:14.036
308,K,2019/01/15 01:24:26.086,2019/01/15 01:24:26.086
328,E,2019/01/15 01:48:17.229,2019/01/15 01:48:17.229
322,G,2019/01/15 01:50:02.438,2019/01/15 01:50:02.438
325,H,2019/01/15 01:56:16.910,2019/01/15 01:56:16.910
308,M,2019/01/15 01:56:51.606,2019/01/15 01:56:51.606
328,G,2019/01/15 02:12:40.948,2019/01/15 02:12:40.948
322,I,2019/01/15 02:22:33.927,2019/01/15 02:22:33.927
308,O,2019/01/15 02:26:38.966,2019/01/15 02:26:38.966
328,I,2019/01/15 02:42:39.213,2019/01/15 02:42:39.213
322,J,2019/01/15 02:54:57.799,2019/01/15 02:54:57.799
328,J,2019/01/15 03:10:24.030,2019/01/15 03:10:24.030
322,L,2019/01/15 03:26:34.439,2019/01/15 03:26:34.439
328,L,2019/01/15 03:42:58.879,2019/01/15 03:42:58.879
322,M,2019/01/15 03:58:43.908,2019/01/15 03:58:43.908
328,M,2019/01/15 04:13:44.309,2019/01/15 04:13:44.309
322,N,2019/01/15 04:29:05.347,2019/01/15 04:29:05.347
328,N,2019/01/15 04:42:26.273,2019/01/15 04:42:26.273
330,A,2019/01/15 05:00:00.000,2019/01/15 05:00:00.000
330,D,2019/01/15 05:05:18.468,2019/01/15 05:05:18.468
330,F,2019/01/15 05:10:47.805,2019/01/15 05:10:47.805
330,E,2019/01/15 05:14:44.650,2019/01/15 05:14:44.650
331,A,2019/01/15 05:20:00.000,2019/01/15 05:20:00.000
330,G,2019/01/15 05:20:17.711,2019/01/15 05:20:17.711
331,B,2019/01/15 05:25:17.316,2019/01/15 05:25:17.316
330,H,2019/01/15 05:25:52.532,2019/01/15 05:25:52.532
331,C,2019/01/15 05:29:47.374,2019/01/15 05:29:47.374
331,A,2019/01/15 05:35:22.622,2019/01/15 05:35:22.622
331,D,2019/01/15 05:39:50.727,2019/01/15 05:39:50.727
332,A,2019/01/15 05:40:00.000,2019/01/15 05:40:00.000
332,D,2019/01/15 05:45:44.441,2019/01/15 05:45:44.441
331,F,2019/01/15 05:46:00.738,2019/01/15 05:46:00.738
331,E,2019/01/15 05:50:56.079,2019/01/15 05:50:56.079
